Số/ký hiệu,Ngày ban hành,Trích yếu,Cơ quan ban hành,Đính kèm
9207/UBND-GD,06/12/2018,"Triển khai thực hiện Chương trình mục tiêu giáo dục vùng núi, vùng dân tộc thiẻu số, vùng khó khăn giai đoạn 2016-2020",UBND tỉnh Quảng Ninh,
287/TB-UBND,06/12/2018,Kết luận của Chủ tịch UBND tỉnh tại cuộc họp nghe Công ty Amata VN PCL báo cáo về tiến độ triển khai dự án Khu công nghiệp Sông Khoai và kế hoạch đầu tư dự án Khu phức hợp đô thị Công nghiệp Công nghệ cao theo định hướng thành phố thông minh tại tỉnh QN,UBND tỉnh Quảng Ninh,
9179/UBND-VX3,06/12/2018,Tăng cường Chương trình Sữa học đường,UBND tỉnh Quảng Ninh,
286/TB-UBND,06/12/2018,"Kết luận của đồng chí Chủ tịch UBND tỉnh tại cuộc họp nghe Công ty CP Viện mắt quốc tế Việt - Nga báo cáo lần 3 phương án quy hoạch Bệnh viện Quốc tế Việt - Nga tại phường Đại Yên, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
9156/UBND-QH1,06/12/2018,Chỉ đạo thực hiện xây dựng và phát triển bền vững đô thị Đông Triều,UBND tỉnh Quảng Ninh,
113/KH-BCĐ OCOP,05/12/2018,Kế hoạch Tổ chức Hội nghị đối tác OCOP tỉnh Quảng Ninh lần thứ nhất năm 2018,UBND tỉnh Quảng Ninh,
186/KH-UBND,04/12/2018,Kế hoạch phối hợp tổ chức diễn đàn du lịch ASEAN 2019 (ATF 2019) và Lễ bế mạc Năm Du lịch Quốc gia 2018 - Hạ Long - Quảng Ninh,UBND tỉnh Quảng Ninh,
283/TB-UBND,03/12/2018,TB kết luận của đồng chí Nguyễn Văn Thắng - Phó Chủ tịch UBND tỉnh tại cuộc họp kiểm điểm tình hình triển khai các nhiệm vụ theo Kế hoạch số 158/KH-UBND ngày 17/10/2018 của UBND tỉnh,UBND tỉnh Quảng Ninh,
111/BCĐ389,30/11/2018,"Tăng cường phòng, chống buôn lậu, vận chuyển, kinh doanh lợn và các sản phẩm từ lợn không rõ nguồn gốc.",UBND tỉnh Quảng Ninh,
112/BCĐ389,30/11/2018,Xử lý các vướng mắc trong quá trình thực hiện Quyết định số 20/2018/QĐ-TTg của Thủ tướng Chính phủ,UBND tỉnh Quảng Ninh,
9015/UBND-XD1,30/11/2018,Xử lý đối với lò vôi thủ công do trại giam Quảng Ninh đang quản lý trên địa bàn tỉnh.,UBND tỉnh Quảng Ninh,
9029/UBND-QLĐĐ3,30/11/2018,Thực hiện ý kiến tại thông báo số 1203-TB/TU ngày 28/11/2018 của Thường trực Tỉnh ủy.,UBND tỉnh Quảng Ninh,
8965/UBND-XD6,29/11/2018,"Tổng hợp nhu cầu, thời gian triển khai sử dụng chứng thư số và giải pháp ký số phục vụ triển khai Quyết định số 28/2018/QĐ-TTg.",UBND tỉnh Quảng Ninh,
8987/UBND-QH1,29/11/2018,"Chuẩn bị tài liệu, nội dung báo cáo Thường trực Tỉnh ủy về kết quả rà soát các dự án chậm tiến độ, vi phạm pháp luật trên địa bàn tỉnh (đợt II/2018).",UBND tỉnh Quảng Ninh,
8963/UBND-QLĐĐ1,29/11/2018,Phân bổ lại chỉ tiêu sử dụng đất cấp tỉnh,UBND tỉnh Quảng Ninh,
8973/UBND-NLN3,29/11/2018,"Thực hiện các giải pháp phòng chống hạn hán, xâm nhập mặn mùa khô năm 2018-2019",UBND tỉnh Quảng Ninh,
8956/UBND-NLN1,29/11/2018,"Thực hiện Kết luận số 198-TB/TU ngày 22/11/2018 của Ban Thường vụ Tỉnh ủy về chương trình giảm nghèo, xây dựng nông thôn mới và đề án 196",UBND tỉnh Quảng Ninh,
8906/UBND-CN,27/11/2018,"Tiếp tục triển khai thực hiện chỉ đạo của Tỉnh ủy, UBND tỉnh về công tác quản lý lĩnh vực tài nguyên khoáng sản",UBND tỉnh Quảng Ninh,
180/KH-UBND,27/11/2018,"Kế hoạch triển khai thực hiện Đề án liên thông các thủ tục hành chính về đăng ký khai tử, xóa đăng ký thường trú, hưởng chế độ tử tuất/hỗ trợ chi phí mai táng/hưởng mai táng phí trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
8908/UBND-VX4,27/11/2018,"Sản xuất, phát sóng chương trình phục vụ tuyên truyền, quản bá văn hóa, du lịch của tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
8860/UBND-XD6,26/11/2018,Triển khai Quyết định số 898/QĐ-TTg ngày 27/5/2018 của Thủ tướng Chính phủ và Thông báo số 379/TB-VPCP ngày 27/9/2018 của Văn phòng Chính phủ,UBND tỉnh Quảng Ninh,
8873/UBND-QH1,26/11/2018,Chấp thuận địa điểm phê duyệt quy hoạch các cửa hàng xăng dầu trên địa bàn tỉnh Quảng Ninh,UBND tỉnh Quảng Ninh,
8875/UBND-QH1,26/11/2018,"Nhập dữ liệu phần mềm Quản lý các dự án đầu tư có sử dụng đất, mặt nước trên địa bàn tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
276/TB-UBND,23/11/2018,"TB v/v thực hiện quy hoạch chi tiết tỷ lệ 1/500 dự án Khu tổ hợp du lịch nghỉ dưỡng Sonasea Vân Đồn Habour City tại xã Hạ Long, huyện Vân Đồn ban hành kèm theo Quyết định số 1138/QĐ-UBND ngày 11/4/2018",UBND tỉnh Quảng Ninh,
8814/UBND-TM4,23/11/2018,"Phương án xử lý nợ, thu hồi nợ đọng thuế năm 2018",UBND tỉnh Quảng Ninh,
8738/UBND-VX1,22/11/2018,"Tổ chức Sự kiện ""Chào năm mới 2019 Cùng Tiger đánh thức mùa xuân"" tại thành phố Hạ Long",UBND tỉnh Quảng Ninh,
8742/UBND-GT1,22/11/2018,Triển khai thực hiện Thông báo số 1189-TB/TU ngày 14/11/2018 của Thường Trực Tỉnh ủy,UBND tỉnh Quảng Ninh,
8765/UBND-TM5,22/11/2018,Tăng cường công tác phối hợp trong triển khai thực hiện Nghị quyết 42/2017/QH14,UBND tỉnh Quảng Ninh,
8769/UBND-XD6,22/11/2018,Triển khai cung cấp dịch vụ thanh toán điện tử tại các Trung tâm phục vụ hành chính công trên địa bàn tỉnh với Ngân hàng Ngoại thương Việt Nam,UBND tỉnh Quảng Ninh,
8722/UBND-VX1,21/11/2018,Tổ chức Giải chạy Hạ Long bay Heritage Marathon 2018 và Giải đua xe ô tô địa hình Năm Du lịch quốc gia - Hạ Long - Quảng Ninh 2018,UBND tỉnh Quảng Ninh,
8718/UBND-VX1,21/11/2018,Thông bạch tổ chức Đại lễ tưởng niệm lần thứ 710 năm Ngày Đức vua - Phật hoàng Trần Nhân Tông nhập Niết bàn,UBND tỉnh Quảng Ninh,
8671/UBND-CN,20/11/2018,"Triển khai thực hiện văn bản số 10625/VPCP-NC ngày 02/11/2018 của Văn phòng Chính phủ về việc tăng cường kiểm tra, xử lý hoạt động khai thác cát, sỏi trái phép",UBND tỉnh Quảng Ninh,
272/TB-UBND,20/11/2018,Thông báo Kết quả tiếp công dân ngày 15 tháng 11 năm 2018 tại Trụ sở Tiếp công dân của tỉnh,UBND tỉnh Quảng Ninh,
8619/UBND-QLĐĐ2,19/11/2018,Đôn đốc thu tiền sử dụng đất năm 2018,UBND tỉnh Quảng Ninh,
273/TB-UBND,19/11/2018,"Kết luận của đồng chí Chủ tịch UBND tỉnh tại cuộc họp nghe Công ty CP Phát triển đô thị Từ Liêm báo cáo lần 2 phương án Quy hoạch chi tiết xây dựng tỷ lệ 1/500 khu đô thị mới tại khu vực núi Hạm, phường Hồng Hà và phường Hà Tu, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
271/TB-UBND,19/11/2018,Kết luận của đồng chí Chủ tịch UBND tỉnh tại cuộc họp giải quyết các vướng mắc của dự án Tổ hợp dịch vụ nghỉ dưỡng Sonasea Vân Đồn Harbor City - Phân khu 1 và phương án đầu tư dự án theo Quy hoạch chi tiết xây dựng 1/500 phân khu B8 Con đường di sản Vân Đồn,UBND tỉnh Quảng Ninh,
8599/UBND-NLN1,16/11/2018,Triển khai Chương trình trải nghiệm Làng quê nông thôn mới tỉnh Quảng Ninh,UBND tỉnh Quảng Ninh,
8574/UBND-TM1,15/11/2018,Tăng cường công tác quản lý hoạt động thương mại biên giới,UBND tỉnh Quảng Ninh,
8567/UBND-GT1,15/11/2018,"Tăng cường nâng cao hiệu quả quy định bắt buộc đội mũ bảo hiểm đối với người đi mô tô, xe máy và đảm bảo an toàn cho người nước ngoài tham gia giao thông tại Việt Nam",UBND tỉnh Quảng Ninh,
8466/UBND-VX3,14/11/2018,Triển khai chiến dịch tiêm bổ sung vắc xin Sởi - Rubella cho trẻ 1-5 tuổi năm 2018.,UBND tỉnh Quảng Ninh,
8500/UBND-QH1,14/11/2018,"Đảm bảo mỹ quan, vệ sinh môi trường chung khu vực đường bao biển Lán Bè - Cột 8 đoạn giáp lạch nước chân Hòn Hai Cô Tiên thuộc dự án Khu đô thị mới phía Đông hòn Cặp Bè, phường Hồng Hải, thành phố Hạ Long..",UBND tỉnh Quảng Ninh,
8538/UBND-MT,14/11/2018,Tăng cường công tác quản lý nhà nước đối với việc nhập khẩu phế liệu làm nguyên liệu sản xuất trên địa bàn tỉnh Quảng Ninh,UBND tỉnh Quảng Ninh,
173/KH-UBND,14/11/2018,"Kế hoạch triển khai thực hiện Chỉ thị số 30/CT-TTg ngày 30/10/2018 của Thủ tướng Chính phủ về việc nâng cao chất lượng giải quyết thủ tục hành chính tại các bộ, ngành, địa phương",UBND tỉnh Quảng Ninh,
08/CT-UBND,13/11/2018,"Về tăng cường công tác đấu tranh phòng, chống buôn lậu, gian lận thương mại và hàng giả những tháng cuối năm 2018 và thời gian trước, trong và sau Tết Nguyên đán Kỷ Hợi 2019",UBND tỉnh Quảng Ninh,
8453/UBND-TM4,13/11/2018,"Quản lý, chống thất thu thuế đối với hoạt động kinh doanh bất động sản.",UBND tỉnh Quảng Ninh,
8449/UBND-XD1,13/11/2018,Chuẩn bị kế hoạch khánh thành một số dự án trọng điểm trên địa bàn tỉnh.,UBND tỉnh Quảng Ninh,
171/KH-UBND,12/11/2018,Kế hoạch tuyển dụng công chức vào làm việc trong các cơ quan hành chính tỉnh Quảng Ninh năm 2018.,UBND tỉnh Quảng Ninh,
8373/UBND-NLN3,09/11/2018,"Triển khai công tác phòng cháy, chữa cháy rừng mùa khô năm 2018 - 2019.",UBND tỉnh Quảng Ninh,
8369/UBND-NC,09/11/2018,"Tăng cường các biện pháp phòng cháy, chữa cháy trong mùa hanh khô năm 2018-2019",UBND tỉnh Quảng Ninh,
269/TB-UBND,09/11/2018,"Kết luận của đồng chí Vũ Văn Diện, Phó chủ tịch UBND tỉnh tại buổi đối thoại giải quyết tranh chấp đất và tiền bồi thường GPMB giữa bà Đinh Thị Mai và bà Lưu Thị Hiền, trú tại tổ 5, khu 12, phường Mông Dương, thành phố Cẩm Phả.",UBND tỉnh Quảng Ninh,
8383/UBND-TD,09/11/2018,"Một số chỉ đạo tại Hội nghị sơ kết 10 tháng đầu năm 2018 về công tác tiếp công dân, giải quyết khiếu nại, tố cáo.",UBND tỉnh Quảng Ninh,
8387/UBND-MT,09/11/2018,"Tiếp tục tăng cường công tác quản lý nhà nước đối với hoạt động khai thác, sử dụng nước dưới đất để phục vụ hoạt động nuôi trồng thủy sản trên địa bàn tỉnh.",UBND tỉnh Quảng Ninh,
8340/UBND-NC,08/11/2018,"Mở đợt cao điểm vận động thu hồi vũ khí, vật liệu nổ, công cụ hỗ trợ và pháo nổ, đèn trời",UBND tỉnh Quảng Ninh,
170/KH-UBND,07/11/2018,Kế hoạch triển khai thi hành Luật Cạnh tranh trên địa bàn tỉnh QN,UBND tỉnh Quảng Ninh,
8301/UBND-CN,07/11/2018,Thực hiện Thông báo số 1175-TB/TU ngày 01/11/2018 của Tỉnh ủy về ý kiến kết luận của Thường trực Tỉnh ủy tại buổi làm việc với BCH Đảng bộ Than Quảng Ninh,UBND tỉnh Quảng Ninh,
267/TB-UBND,07/11/2018,"TB ý kiến kết luận của đồng chí Đặng Huy Hậu, Phó Chủ tịch thường trực UBND tỉnh tại buổi họp nghe Công ty CP Vi sinh Michiko giới thiệu các nội dung về thuyết cân bằng và một số công nghệ vi sinh xử lý môi trường để nghiên cứu áp dụng trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
266/TB-UBND,06/11/2018,"Kết luận của đồng chí Nguyễn Đức Long - Chủ tịch UBND tỉnh tại cuộc họp nghe và cho ý kiến lần 2 về phương án Quy hoạch tổ hợp sân golf; khu du lịch, vui chơi giải trí, khách sạn 5 sao, khu biệt thự cao cấp tại khu vực hồ Khe Chè, xã An Sinh, thị xã Đông Triều do Tập đoàn Vingroup - Công ty CP nghiên cứu.",UBND tỉnh Quảng Ninh,
8247/UBND-TH6,05/11/2018,"Báo cáo kiểm điểm công tác chỉ đạo, điều hành năm 2018, đề xuất nhiệm vụ, giải pháp chỉ đạo điều hành trọng tâm năm 2019",UBND tỉnh Quảng Ninh,
8234/UBND-XD6,05/11/2018,Phối hợp triển khai cung cấp dịch vụ thanh toán điện tử tại các TTHCC.,UBND tỉnh Quảng Ninh,
8175/UBND-TH6,02/11/2018,"Đánh giá tình hình, kết quả thực hiện nhiệm vụ KT-XH tháng 10 và 10 tháng, triển khai một số nhiệm vụ trọng tâm tháng 11/2018",UBND tỉnh Quảng Ninh,
8207/UBND-TH5,02/11/2018,"Xây dựng và phê duyệt đề án sắp xếp tổ chức bộ máy, tinh giản biển chế đối với hệ thông cơ sở giáo dục công lập.",UBND tỉnh Quảng Ninh,
8203/UBND-TM1,02/11/2018,"Tiếp tục triển khai các nhiệm vụ, giải pháp phát triển đoanh nghiệp trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
8189/UBND-TH4,02/11/2018,Thực hiện các nội dung chỉ đạo của UBND tỉnh trong tháng 10/2018,UBND tỉnh Quảng Ninh,
18/CĐ-UBND,01/11/2018,Triển khai thực hiện các giải pháp kiềm chế tai nạn giao thông đường bộ trên địa bàn tỉnh trong thời gian cuối năm 2018 đến hết dịp Tết Nguyên đán Kỷ Hợi 2019,UBND tỉnh Quảng Ninh,
167/KH-UBND,01/11/2018,"Kế hoạch triển khai thực hiện Quyết định số 22/2018/QĐ-TTg ngày 08/5/2018 của Thủ tướng Chính phủ về xây dựng, thực hiện hương ước, quy ước",UBND tỉnh Quảng Ninh,
8059/UBND-VX2,31/10/2018,Thu hồi các khoản trợ cấp ưu đãi người có công với cách mạng của đối tượng đã hưởng không đúng quy định,UBND tỉnh Quảng Ninh,
262/TB-UBND,30/10/2018,"TB Kết luận của đồng chí Chủ tịch UBND tỉnh tại cuộc họp báo cáo tình hình, tiến độ Đề án triển khai mô hình thành phố thông minh tỉnh QN giai đoạn 2017 - 2020 và kế hoạch triển khai trong thời gian tới",UBND tỉnh Quảng Ninh,
261/TB-UBND,30/10/2018,"TB Ý kiến kết luận của đồng chí Đặng Huy Hậu, Phó Chủ tịch Thường trực UBND tỉnh tại buổi họp và nghe báo cáo công tác bảo vệ môi trường của các đơn vị, doanh nghiệp trong các khu công nghiệp, cụm công nghiệp trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
260/TB-UBND,30/10/2018,"TB Kết luận của đồng chí Chủ tịch UBND tỉnh tại Hội nghị trực tuyến quán triệt tiếp tục triển khai các giải pháp thực hiện sắp xếp tổ chức bộ máy, biên chế trong lĩnh vực giáo dục và đào tạo theo Chương trình hành động số 21-CT/TU ngày 05/02/2018 của Tỉnh ủy, Kế hoạch số 36/KH-UBND ngày 05/3/2018 của UBND tỉnh thực hiện Nghị quyết số 18-NQ/TW, Nghị quyết số 19-NQ/TW",UBND tỉnh Quảng Ninh,
165/KH-UBND,30/10/2018,"Kế hoạch Triển khai Quyết định số 522/QĐ-TTg ngày 14/5/2018 của Thủ tướng Chính phủ về Phê duyệt Đề án ""Giáo dục hướng nghiệp và định hướng phân luồng học sinh trong giáo dục phổ thông giai đoạn 2018 - 2025""",UBND tỉnh Quảng Ninh,
164/KH-UBND,29/10/2018,Kế hoạch tổ chức Hội thảo sử dụng mạng xã hội trong đối thoại giữa chính quyền và doanh nghiệp,UBND tỉnh Quảng Ninh,
7982/UBND-VX1,29/10/2018,Triển khai thí điểm Bộ tiêu chí ứng xử trong gia đình.,UBND tỉnh Quảng Ninh,
29/10/2018,29/10/2018,"Tổ chức Tháng hành động Quốc gia phòng, chống HIV/AIDS năm 2018",UBND tỉnh Quảng Ninh,
258/TB-UBND,29/10/2018,"Kết luận chỉ đạo của đồng chí Chủ tịch UBND tỉnh về khắc phục tồn tại quá trình thực hiện Dự án xây dựng Nghĩa trang nhân dân Đồng Khuôn tại xã Quảng La, huyện Hoành Bồ và các khu vực khai thác đất san lấp mặt bằng cho dự án",UBND tỉnh Quảng Ninh,
257/TB-UBND,29/10/2018,"Kết luận và chỉ đạo của đồng chí Đặng Huy Hậu, Phó Chủ tịch UBND tỉnh tại cuộc họp ngày 19/10/2018",UBND tỉnh Quảng Ninh,
254/TB-UBND,28/10/2018,"Thông báo kết luận của đồng chí Chủ tịch UBND tỉnh, Trưởng BCĐ các Chương trình mục tiêu Quốc gia tỉnh QN tại Hội nghị trực tuyến đánh giá kết quả thực hiện 9 tháng năm 2018, triển khai nhiệm vụ trọng tâm Quý IV năm 2018 về thực hiện các Chương trình mục tiêu Quốc gia và Đề án 196.",UBND tỉnh Quảng Ninh,
163/KH-UBND,26/10/2018,"Kế hoạch triển lãm Quốc gia về thành tựu 10 năm thực hiện Nghị quyết Trung ương 7 Khóa X về nông nghiệp, nông dân, nông thôn",UBND tỉnh Quảng Ninh,
7938/UBND-QH1,26/10/2018,"Rà soát, bãi bỏ các quy hoạch thuộc đối tượng quy định tại điểm d, khoản 1, Điều 59 Luật quy hoạch",UBND tỉnh Quảng Ninh,
7947/UBND-NLN3,26/10/2018,Xử lý nghiêm theo quy định của Pháp luật đối với các hành vi chống người thi hành công vụ.,UBND tỉnh Quảng Ninh,
7852/UBND-VX3,24/10/2018,Nâng cao chất lượng và hiệu quả của mạng lưới y tế cơ sở.,UBND tỉnh Quảng Ninh,
7845/UBND-QH1,24/10/2018,Triển khai Chương trình phát triển đô thị tỉnh Quảng Ninh và Chương trình phát triển đô thị của các địa phương,UBND tỉnh Quảng Ninh,
7808/UBND-TH6,23/10/2018,"Yêu cầu báo cáo đánh giá tình hình, kết quả thực hiện nhiệm vụ phát triển kinh tế - xã hội năm 2018; phương hướng, nhiệm vụ, giải pháp phát triển kinh tế - xã hội năm 2019.",UBND tỉnh Quảng Ninh,
